Type,Library,Test,Result
2. Parse Double,Configuru (C++11),double26,true
2. Parse Double,Configuru (C++11),double27,true
2. Parse Double,Configuru (C++11),double28,true
2. Parse Double,Configuru (C++11),double29,true
2. Parse Double,Configuru (C++11),double30,true
2. Parse Double,Configuru (C++11),double31,true
2. Parse Double,Configuru (C++11),double32,true
2. Parse Double,Configuru (C++11),double33,true
2. Parse Double,Configuru (C++11),double34,true
2. Parse Double,Configuru (C++11),double35,true
2. Parse Double,Configuru (C++11),double36,true
2. Parse Double,Configuru (C++11),double37,true
2. Parse Double,Configuru (C++11),double38,true
2. Parse Double,Configuru (C++11),double39,true
2. Parse Double,Configuru (C++11),double40,true
2. Parse Double,Configuru (C++11),double41,true
2. Parse Double,Configuru (C++11),double42,true
2. Parse Double,Configuru (C++11),double43,true
2. Parse Double,Configuru (C++11),double44,true
2. Parse Double,Configuru (C++11),double45,true
2. Parse Double,Configuru (C++11),double46,true
2. Parse Double,Configuru (C++11),double47,true
2. Parse Double,Configuru (C++11),double48,true
2. Parse Double,Configuru (C++11),double49,true
2. Parse Double,Configuru (C++11),double50,true
2. Parse Double,Configuru (C++11),double51,true
2. Parse Double,Configuru (C++11),double52,true
2. Parse Double,Configuru (C++11),double53,true
2. Parse Double,Configuru (C++11),double54,true
2. Parse Double,Configuru (C++11),double55,true
2. Parse Double,Configuru (C++11),double56,true
2. Parse Double,Configuru (C++11),double57,true
2. Parse Double,Configuru (C++11),double58,true
2. Parse Double,Configuru (C++11),double59,true
2. Parse Double,Configuru (C++11),double60,true
2. Parse Double,Configuru (C++11),double61,true
2. Parse Double,Configuru (C++11),double62,true
2. Parse Double,Configuru (C++11),double63,true
2. Parse Double,Configuru (C++11),double64,true
2. Parse Double,Configuru (C++11),double65,true
2. Parse Double,Configuru (C++11),double66,true
3. Parse String,Configuru (C++11),string01,true
3. Parse String,Configuru (C++11),string02,true
3. Parse String,Configuru (C++11),string03,true
3. Parse String,Configuru (C++11),string04,true
3. Parse String,Configuru (C++11),string05,true
3. Parse String,Configuru (C++11),string06,true
3. Parse String,Configuru (C++11),string07,true
3. Parse String,Configuru (C++11),string08,true
3. Parse String,Configuru (C++11),string09,true
4. Roundtrip,Configuru (C++11),roundtrip01,true
4. Roundtrip,Configuru (C++11),roundtrip02,true
4. Roundtrip,Configuru (C++11),roundtrip03,true
4. Roundtrip,Configuru (C++11),roundtrip04,true
4. Roundtrip,Configuru (C++11),roundtrip05,true
4. Roundtrip,Configuru (C++11),roundtrip06,true
4. Roundtrip,Configuru (C++11),roundtrip07,true
4. Roundtrip,Configuru (C++11),roundtrip08,true
4. Roundtrip,Configuru (C++11),roundtrip09,true
4. Roundtrip,Configuru (C++11),roundtrip10,true
4. Roundtrip,Configuru (C++11),roundtrip11,true
4. Roundtrip,Configuru (C++11),roundtrip12,true
4. Roundtrip,Configuru (C++11),roundtrip13,true
4. Roundtrip,Configuru (C++11),roundtrip14,true
4. Roundtrip,Configuru (C++11),roundtrip15,true
4. Roundtrip,Configuru (C++11),roundtrip16,true
4. Roundtrip,Configuru (C++11),roundtrip17,true
4. Roundtrip,Configuru (C++11),roundtrip18,true
4. Roundtrip,Configuru (C++11),roundtrip19,true
4. Roundtrip,Configuru (C++11),roundtrip20,true
4. Roundtrip,Configuru (C++11),roundtrip21,true
4. Roundtrip,Configuru (C++11),roundtrip22,true
4. Roundtrip,Configuru (C++11),roundtrip23,true
4. Roundtrip,Configuru (C++11),roundtrip24,true
4. Roundtrip,Configuru (C++11),roundtrip25,true
4. Roundtrip,Configuru (C++11),roundtrip26,true
4. Roundtrip,Configuru (C++11),roundtrip27,false
1. Parse Validation,C++ REST SDK (C++11),pass01,true
1. Parse Validation,C++ REST SDK (C++11),pass02,true
1. Parse Validation,C++ REST SDK (C++11),pass03,true
1. Parse Validation,C++ REST SDK (C++11),fail02,true
1. Parse Validation,C++ REST SDK (C++11),fail03,true
1. Parse Validation,C++ REST SDK (C++11),fail04,true
1. Parse Validation,C++ REST SDK (C++11),fail05,true
1. Parse Validation,C++ REST SDK (C++11),fail06,true
1. Parse Validation,C++ REST SDK (C++11),fail07,true
1. Parse Validation,C++ REST SDK (C++11),fail08,true
1. Parse Validation,C++ REST SDK (C++11),fail09,true
1. Parse Validation,C++ REST SDK (C++11),fail10,true
1. Parse Validation,C++ REST SDK (C++11),fail11,true
1. Parse Validation,C++ REST SDK (C++11),fail12,true
1. Parse Validation,C++ REST SDK (C++11),fail13,false
1. Parse Validation,C++ REST SDK (C++11),fail14,true
1. Parse Validation,C++ REST SDK (C++11),fail15,false
1. Parse Validation,C++ REST SDK (C++11),fail16,true
1. Parse Validation,C++ REST SDK (C++11),fail17,false
1. Parse Validation,C++ REST SDK (C++11),fail19,true
1. Parse Validation,C++ REST SDK (C++11),fail20,true
1. Parse Validation,C++ REST SDK (C++11),fail21,true
1. Parse Validation,C++ REST SDK (C++11),fail22,true
1. Parse Validation,C++ REST SDK (C++11),fail23,true
1. Parse Validation,C++ REST SDK (C++11),fail24,true
1. Parse Validation,C++ REST SDK (C++11),fail25,true
1. Parse Validation,C++ REST SDK (C++11),fail26,false
1. Parse Validation,C++ REST SDK (C++11),fail27,true
1. Parse Validation,C++ REST SDK (C++11),fail28,false
1. Parse Validation,C++ REST SDK (C++11),fail29,true
1. Parse Validation,C++ REST SDK (C++11),fail30,true
1. Parse Validation,C++ REST SDK (C++11),fail31,true
1. Parse Validation,C++ REST SDK (C++11),fail32,true
1. Parse Validation,C++ REST SDK (C++11),fail33,true
2. Parse Double,C++ REST SDK (C++11),double01,true
2. Parse Double,C++ REST SDK (C++11),double02,true
2. Parse Double,C++ REST SDK (C++11),double03,true
2. Parse Double,C++ REST SDK (C++11),double04,true
2. Parse Double,C++ REST SDK (C++11),double05,true
2. Parse Double,C++ REST SDK (C++11),double06,true
2. Parse Double,C++ REST SDK (C++11),double07,true
2. Parse Double,C++ REST SDK (C++11),double08,true
2. Parse Double,C++ REST SDK (C++11),double09,true
2. Parse Double,C++ REST SDK (C++11),double10,true
2. Parse Double,C++ REST SDK (C++11),double11,true
2. Parse Double,C++ REST SDK (C++11),double12,true
2. Parse Double,C++ REST SDK (C++11),double13,true
2. Parse Double,C++ REST SDK (C++11),double14,true
2. Parse Double,C++ REST SDK (C++11),double15,true
2. Parse Double,C++ REST SDK (C++11),double16,true
2. Parse Double,C++ REST SDK (C++11),double17,true
2. Parse Double,C++ REST SDK (C++11),double18,true
2. Parse Double,C++ REST SDK (C++11),double19,true
2. Parse Double,C++ REST SDK (C++11),double20,true
2. Parse Double,C++ REST SDK (C++11),double21,true
2. Parse Double,C++ REST SDK (C++11),double22,true
2. Parse Double,C++ REST SDK (C++11),double23,true
2. Parse Double,C++ REST SDK (C++11),double24,true
2. Parse Double,C++ REST SDK (C++11),double25,true
2. Parse Double,C++ REST SDK (C++11),double26,true
2. Parse Double,C++ REST SDK (C++11),double27,true
2. Parse Double,C++ REST SDK (C++11),double28,true
2. Parse Double,C++ REST SDK (C++11),double29,true
2. Parse Double,C++ REST SDK (C++11),double30,true
2. Parse Double,C++ REST SDK (C++11),double31,true
2. Parse Double,C++ REST SDK (C++11),double32,true
2. Parse Double,C++ REST SDK (C++11),double33,true
2. Parse Double,C++ REST SDK (C++11),double34,true
2. Parse Double,C++ REST SDK (C++11),double35,true
2. Parse Double,C++ REST SDK (C++11),double36,true
2. Parse Double,C++ REST SDK (C++11),double37,true
2. Parse Double,C++ REST SDK (C++11),double38,true
2. Parse Double,C++ REST SDK (C++11),double39,true
2. Parse Double,C++ REST SDK (C++11),double40,true
2. Parse Double,C++ REST SDK (C++11),double41,true
2. Parse Double,C++ REST SDK (C++11),double42,true
2. Parse Double,C++ REST SDK (C++11),double43,true
2. Parse Double,C++ REST SDK (C++11),double44,true
2. Parse Double,C++ REST SDK (C++11),double45,true
2. Parse Double,C++ REST SDK (C++11),double46,true
2. Parse Double,C++ REST SDK (C++11),double47,true
2. Parse Double,C++ REST SDK (C++11),double48,true
2. Parse Double,C++ REST SDK (C++11),double49,true
2. Parse Double,C++ REST SDK (C++11),double50,true
2. Parse Double,C++ REST SDK (C++11),double51,true
2. Parse Double,C++ REST SDK (C++11),double52,true
2. Parse Double,C++ REST SDK (C++11),double53,true
2. Parse Double,C++ REST SDK (C++11),double54,true
2. Parse Double,C++ REST SDK (C++11),double55,true
2. Parse Double,C++ REST SDK (C++11),double56,true
2. Parse Double,C++ REST SDK (C++11),double57,true
2. Parse Double,C++ REST SDK (C++11),double58,true
2. Parse Double,C++ REST SDK (C++11),double59,true
2. Parse Double,C++ REST SDK (C++11),double60,true
2. Parse Double,C++ REST SDK (C++11),double61,true
2. Parse Double,C++ REST SDK (C++11),double62,true
2. Parse Double,C++ REST SDK (C++11),double63,true
2. Parse Double,C++ REST SDK (C++11),double64,true
2. Parse Double,C++ REST SDK (C++11),double65,true
2. Parse Double,C++ REST SDK (C++11),double66,true
3. Parse String,C++ REST SDK (C++11),string01,true
3. Parse String,C++ REST SDK (C++11),string02,true
3. Parse String,C++ REST SDK (C++11),string03,true
3. Parse String,C++ REST SDK (C++11),string04,true
3. Parse String,C++ REST SDK (C++11),string05,true
3. Parse String,C++ REST SDK (C++11),string06,true
3. Parse String,C++ REST SDK (C++11),string07,true
3. Parse String,C++ REST SDK (C++11),string08,true
3. Parse String,C++ REST SDK (C++11),string09,false
4. Roundtrip,C++ REST SDK (C++11),roundtrip01,true
4. Roundtrip,C++ REST SDK (C++11),roundtrip02,true
4. Roundtrip,C++ REST SDK (C++11),roundtrip03,true
4. Roundtrip,C++ REST SDK (C++11),roundtrip04,true
4. Roundtrip,C++ REST SDK (C++11),roundtrip05,true
4. Roundtrip,C++ REST SDK (C++11),roundtrip06,true
4. Roundtrip,C++ REST SDK (C++11),roundtrip07,true
4. Roundtrip,C++ REST SDK (C++11),roundtrip08,true
4. Roundtrip,C++ REST SDK (C++11),roundtrip09,true
4. Roundtrip,C++ REST SDK (C++11),roundtrip10,true
4. Roundtrip,C++ REST SDK (C++11),roundtrip11,true
4. Roundtrip,C++ REST SDK (C++11),roundtrip12,true
4. Roundtrip,C++ REST SDK (C++11),roundtrip13,true
4. Roundtrip,C++ REST SDK (C++11),roundtrip14,true
4. Roundtrip,C++ REST SDK (C++11),roundtrip15,true
4. Roundtrip,C++ REST SDK (C++11),roundtrip16,true
4. Roundtrip,C++ REST SDK (C++11),roundtrip17,true
4. Roundtrip,C++ REST SDK (C++11),roundtrip18,true
4. Roundtrip,C++ REST SDK (C++11),roundtrip19,true
4. Roundtrip,C++ REST SDK (C++11),roundtrip20,false
4. Roundtrip,C++ REST SDK (C++11),roundtrip21,false
4. Roundtrip,C++ REST SDK (C++11),roundtrip22,false
4. Roundtrip,C++ REST SDK (C++11),roundtrip23,false
4. Roundtrip,C++ REST SDK (C++11),roundtrip24,false
4. Roundtrip,C++ REST SDK (C++11),roundtrip25,false
4. Roundtrip,C++ REST SDK (C++11),roundtrip26,true
4. Roundtrip,C++ REST SDK (C++11),roundtrip27,false
1. Parse Validation,dropbox/json11 (C++11),pass01,true
1. Parse Validation,dropbox/json11 (C++11),pass02,true
1. Parse Validation,dropbox/json11 (C++11),pass03,true
1. Parse Validation,dropbox/json11 (C++11),fail02,true
1. Parse Validation,dropbox/json11 (C++11),fail03,true
1. Parse Validation,dropbox/json11 (C++11),fail04,true
1. Parse Validation,dropbox/json11 (C++11),fail05,true
1. Parse Validation,dropbox/json11 (C++11),fail06,true
1. Parse Validation,dropbox/json11 (C++11),fail07,true
1. Parse Validation,dropbox/json11 (C++11),fail08,true
1. Parse Validation,dropbox/json11 (C++11),fail09,true
1. Parse Validation,dropbox/json11 (C++11),fail10,true
1. Parse Validation,dropbox/json11 (C++11),fail11,true
1. Parse Validation,dropbox/json11 (C++11),fail12,true
1. Parse Validation,dropbox/json11 (C++11),fail13,true
1. Parse Validation,dropbox/json11 (C++11),fail14,true
1. Parse Validation,dropbox/json11 (C++11),fail15,true
1. Parse Validation,dropbox/json11 (C++11),fail16,true
1. Parse Validation,dropbox/json11 (C++11),fail17,true
1. Parse Validation,dropbox/json11 (C++11),fail19,true
1. Parse Validation,dropbox/json11 (C++11),fail20,true
1. Parse Validation,dropbox/json11 (C++11),fail21,true
1. Parse Validation,dropbox/json11 (C++11),fail22,true
1. Parse Validation,dropbox/json11 (C++11),fail23,true
1. Parse Validation,dropbox/json11 (C++11),fail24,true
1. Parse Validation,dropbox/json11 (C++11),fail25,true
1. Parse Validation,dropbox/json11 (C++11),fail26,true
1. Parse Validation,dropbox/json11 (C++11),fail27,true
1. Parse Validation,dropbox/json11 (C++11),fail28,true
1. Parse Validation,dropbox/json11 (C++11),fail29,true
1. Parse Validation,dropbox/json11 (C++11),fail30,true
1. Parse Validation,dropbox/json11 (C++11),fail31,true
1. Parse Validation,dropbox/json11 (C++11),fail32,true
1. Parse Validation,dropbox/json11 (C++11),fail33,true
2. Parse Double,dropbox/json11 (C++11),double01,true
2. Parse Double,dropbox/json11 (C++11),double02,true
2. Parse Double,dropbox/json11 (C++11),double03,true
2. Parse Double,dropbox/json11 (C++11),double04,true
2. Parse Double,dropbox/json11 (C++11),double05,true
2. Parse Double,dropbox/json11 (C++11),double06,true
2. Parse Double,dropbox/json11 (C++11),double07,true
2. Parse Double,dropbox/json11 (C++11),double08,true
2. Parse Double,dropbox/json11 (C++11),double09,true
2. Parse Double,dropbox/json11 (C++11),double10,true
2. Parse Double,dropbox/json11 (C++11),double11,true
2. Parse Double,dropbox/json11 (C++11),double12,true
2. Parse Double,dropbox/json11 (C++11),double13,true
2. Parse Double,dropbox/json11 (C++11),double14,true
2. Parse Double,dropbox/json11 (C++11),double15,true
2. Parse Double,dropbox/json11 (C++11),double16,true
2. Parse Double,dropbox/json11 (C++11),double17,true
2. Parse Double,dropbox/json11 (C++11),double18,true
2. Parse Double,dropbox/json11 (C++11),double19,true
2. Parse Double,dropbox/json11 (C++11),double20,true
2. Parse Double,dropbox/json11 (C++11),double21,true
2. Parse Double,dropbox/json11 (C++11),double22,true
2. Parse Double,dropbox/json11 (C++11),double23,true
2. Parse Double,dropbox/json11 (C++11),double24,true
2. Parse Double,dropbox/json11 (C++11),double25,true
2. Parse Double,dropbox/json11 (C++11),double26,true
2. Parse Double,dropbox/json11 (C++11),double27,true
2. Parse Double,dropbox/json11 (C++11),double28,true
2. Parse Double,dropbox/json11 (C++11),double29,true
2. Parse Double,dropbox/json11 (C++11),double30,true
2. Parse Double,dropbox/json11 (C++11),double31,true
2. Parse Double,dropbox/json11 (C++11),double32,true
2. Parse Double,dropbox/json11 (C++11),double33,true
2. Parse Double,dropbox/json11 (C++11),double34,true
2. Parse Double,dropbox/json11 (C++11),double35,true
2. Parse Double,dropbox/json11 (C++11),double36,true
2. Parse Double,dropbox/json11 (C++11),double37,true
2. Parse Double,dropbox/json11 (C++11),double38,true
2. Parse Double,dropbox/json11 (C++11),double39,true
2. Parse Double,dropbox/json11 (C++11),double40,true
2. Parse Double,dropbox/json11 (C++11),double41,true
2. Parse Double,dropbox/json11 (C++11),double42,true
2. Parse Double,dropbox/json11 (C++11),double43,true
2. Parse Double,dropbox/json11 (C++11),double44,true
2. Parse Double,dropbox/json11 (C++11),double45,true
2. Parse Double,dropbox/json11 (C++11),double46,true
2. Parse Double,dropbox/json11 (C++11),double47,true
2. Parse Double,dropbox/json11 (C++11),double48,true
2. Parse Double,dropbox/json11 (C++11),double49,true
2. Parse Double,dropbox/json11 (C++11),double50,true
2. Parse Double,dropbox/json11 (C++11),double51,true
2. Parse Double,dropbox/json11 (C++11),double52,true
2. Parse Double,dropbox/json11 (C++11),double53,true
2. Parse Double,dropbox/json11 (C++11),double54,true
2. Parse Double,dropbox/json11 (C++11),double55,true
2. Parse Double,dropbox/json11 (C++11),double56,true
2. Parse Double,dropbox/json11 (C++11),double57,true
2. Parse Double,dropbox/json11 (C++11),double58,true
2. Parse Double,dropbox/json11 (C++11),double59,true
2. Parse Double,dropbox/json11 (C++11),double60,true
2. Parse Double,dropbox/json11 (C++11),double61,true
2. Parse Double,dropbox/json11 (C++11),double62,true
2. Parse Double,dropbox/json11 (C++11),double63,true
2. Parse Double,dropbox/json11 (C++11),double64,true
2. Parse Double,dropbox/json11 (C++11),double65,true
2. Parse Double,dropbox/json11 (C++11),double66,true
3. Parse String,dropbox/json11 (C++11),string01,true
3. Parse String,dropbox/json11 (C++11),string02,true
3. Parse String,dropbox/json11 (C++11),string03,true
3. Parse String,dropbox/json11 (C++11),string04,true
3. Parse String,dropbox/json11 (C++11),string05,true
3. Parse String,dropbox/json11 (C++11),string06,true
3. Parse String,dropbox/json11 (C++11),string07,true
3. Parse String,dropbox/json11 (C++11),string08,true
3. Parse String,dropbox/json11 (C++11),string09,true
4. Roundtrip,dropbox/json11 (C++11),roundtrip01,true
4. Roundtrip,dropbox/json11 (C++11),roundtrip02,true
4. Roundtrip,dropbox/json11 (C++11),roundtrip03,true
4. Roundtrip,dropbox/json11 (C++11),roundtrip04,true
4. Roundtrip,dropbox/json11 (C++11),roundtrip05,true
4. Roundtrip,dropbox/json11 (C++11),roundtrip06,true
4. Roundtrip,dropbox/json11 (C++11),roundtrip07,true
4. Roundtrip,dropbox/json11 (C++11),roundtrip08,false
4. Roundtrip,dropbox/json11 (C++11),roundtrip09,false
4. Roundtrip,dropbox/json11 (C++11),roundtrip10,false
4. Roundtrip,dropbox/json11 (C++11),roundtrip11,true
4. Roundtrip,dropbox/json11 (C++11),roundtrip12,true
4. Roundtrip,dropbox/json11 (C++11),roundtrip13,false
4. Roundtrip,dropbox/json11 (C++11),roundtrip14,false
4. Roundtrip,dropbox/json11 (C++11),roundtrip15,true
4. Roundtrip,dropbox/json11 (C++11),roundtrip16,true
4. Roundtrip,dropbox/json11 (C++11),roundtrip17,true
4. Roundtrip,dropbox/json11 (C++11),roundtrip18,false
4. Roundtrip,dropbox/json11 (C++11),roundtrip19,false
4. Roundtrip,dropbox/json11 (C++11),roundtrip20,false
4. Roundtrip,dropbox/json11 (C++11),roundtrip21,false
4. Roundtrip,dropbox/json11 (C++11),roundtrip22,false
4. Roundtrip,dropbox/json11 (C++11),roundtrip23,false
4. Roundtrip,dropbox/json11 (C++11),roundtrip24,false
4. Roundtrip,dropbox/json11 (C++11),roundtrip25,false
4. Roundtrip,dropbox/json11 (C++11),roundtrip26,true
4. Roundtrip,dropbox/json11 (C++11),roundtrip27,false
1. Parse Validation,mikeando/FastJson (C++),pass01,true
